params,AUC01,AUC,YoudenCutOff,N_targets,alpha,beta,lambda_,gamma
3 2 3 1,0.7138606750795118,0.8455334238019774,0.6238887221392124,5495,0.6,0.5,1.0,0.8
4 4 2 1,0.7127475120549913,0.8292796256832472,0.61658696254361,5495,0.9,1.5,0.5,0.8
5 4 4 1,0.712013953011183,0.829948183153146,0.615226989961352,5495,1.2,1.5,,0.8
1 3 4 3,0.7119330164267068,0.8343069069938243,0.6177407306188263,5495,0.0,1.0,,1.2
5 4 4 2,0.7107725453985841,0.8296712628147442,0.6150994157443728,5495,1.2,1.5,,1.0
5 4 4 3,0.7097876269621423,0.8295256596322749,0.6147845517194876,5495,1.2,1.5,,1.2
1 3 1 1,0.7087668000410383,0.8333401572920093,0.6120541777555997,5495,0.0,1.0,0.0,0.8
5 4 1 1,0.7087411511234226,0.8293911995505048,0.6138128161944112,5495,1.2,1.5,0.0,0.8
4 2 2 1,0.7079101261926747,0.8438589872035775,0.6248604576642891,5495,0.9,0.5,0.5,0.8
3 2 2 1,0.7078896070585822,0.8437788711667557,0.6233621392010424,5495,0.6,0.5,0.5,0.8
5 2 2 1,0.7077870113881195,0.8440133620063411,0.6258891944352498,5495,1.2,0.5,0.5,0.8
4 4 4 1,0.707012414076126,0.827957653931579,0.6149149259976681,5495,0.9,1.5,,0.8
3 4 2 1,0.7068944290550939,0.8269961472015033,0.6044241538422197,5495,0.6,1.5,0.5,0.8
2 2 2 1,0.7062788550323177,0.8431370571385348,0.613025141835243,5495,0.3,0.5,0.5,0.8
4 4 4 2,0.7054273109674772,0.8277037055238493,0.6144806307909301,5495,0.9,1.5,,1.0
4 4 4 3,0.7049553708833488,0.8274861007676311,0.6140463355841921,5495,0.9,1.5,,1.2
2 4 3 1,0.704811736944701,0.8260535980286426,0.6071521563257025,5495,0.3,1.5,1.0,0.8
5 2 4 1,0.7039191546116754,0.8429590961059579,0.6248007420733623,5495,1.2,0.5,,0.8
4 4 1 1,0.7037652611059814,0.82728612496816,0.6132754615922318,5495,0.9,1.5,0.0,0.8
4 2 4 1,0.7033856571252693,0.8426206315652329,0.6239212942797179,5495,0.9,0.5,,0.8
5 2 4 2,0.7028829383400022,0.8427415484938459,0.6245347362592355,5495,1.2,0.5,,1.0
3 2 4 1,0.7022058069149483,0.8421780790351562,0.6221868277978078,5495,0.6,0.5,,0.8
4 2 4 2,0.7020519134092541,0.8423128248374572,0.6234544269324744,5495,0.9,0.5,,1.0
5 2 4 3,0.70189801990356,0.8425530015156046,0.6244071620422562,5495,1.2,0.5,,1.2
3 4 4 1,0.7014876372217093,0.825634888876857,0.6030317805517749,5495,0.6,1.5,,0.8
4 2 4 3,0.7010054375705346,0.8421745646726277,0.6227894123971569,5495,0.9,0.5,,1.2
3 2 4 2,0.7009746588693957,0.8418484718308844,0.6213779529752581,5495,0.6,0.5,,1.0
3 4 4 2,0.7002051913409254,0.8253370537956044,0.6026680583161317,5495,0.6,1.5,,1.0
3 2 4 3,0.6997845490920284,0.8415825803049695,0.6207102240948981,5495,0.6,0.5,,1.2
2 2 4 1,0.6996460449369036,0.8413485180461802,0.6136551270334909,5495,0.3,0.5,,0.8
3 4 4 3,0.6992202729044834,0.8250985342965353,0.6024183385722575,5495,0.6,1.5,,1.2
5 2 1 1,0.6987688519544476,0.8423109962260603,0.6237692909573596,5495,1.2,0.5,0.0,0.8
4 2 1 1,0.6985841797476147,0.8419369594792572,0.6220646822709126,5495,0.9,0.5,0.0,0.8
3 4 1 1,0.6982661331691803,0.8248447573211244,0.6016501789253392,5495,0.6,1.5,0.0,0.8
2 2 4 2,0.697460757156048,0.8409184229312441,0.612914110836994,5495,0.3,0.5,,1.0
3 2 1 1,0.6967271981122396,0.841287030987963,0.6189486141625666,5495,0.6,0.5,0.0,0.8
2 2 4 3,0.6960141582025239,0.8406718746852611,0.6122762397520973,5495,0.3,0.5,,1.2
2 4 2 1,0.6956602031394276,0.8239065082422518,0.6029069206798376,5495,0.3,1.5,0.5,0.8
2 2 1 1,0.6931927772647994,0.8402455225092776,0.6102024801399231,5495,0.3,0.5,0.0,0.8
1 4 3 1,0.6917564378783216,0.822524563751179,0.5841805685181405,5495,0.0,1.5,1.0,0.8
2 4 4 1,0.6904278239458295,0.8222059567873412,0.6039573722111355,5495,0.3,1.5,,0.8
2 4 4 2,0.6889914845593516,0.8218586063381101,0.6034253605828812,5495,0.3,1.5,,1.0
2 4 4 3,0.6879039704524469,0.8215859432356163,0.6027847751529425,5495,0.3,1.5,,1.2
2 4 1 1,0.6865086693341541,0.8212441929087879,0.6003581506852935,5495,0.3,1.5,0.0,0.8
1 4 2 1,0.6833282035498103,0.8199148781394792,0.5685102260092256,5495,0.0,1.5,0.5,0.8
5 1 3 1,0.6789012003693444,0.8433584762638384,0.6199087208620417,5495,1.2,0.0,1.0,0.8
1 2 3 1,0.6788345131835436,0.831993356426219,0.6018132110601846,5495,0.0,0.5,1.0,0.8
4 1 3 1,0.6783266646147533,0.8427278910524759,0.6268086716752523,5495,0.9,0.0,1.0,0.8
3 1 3 1,0.6777829075613009,0.8421260493265066,0.6259293095977669,5495,0.6,0.0,1.0,0.8
1 4 4 1,0.6770749974351082,0.8177435306800275,0.5651664957819791,5495,0.0,1.5,,0.8
1 4 4 2,0.675813070688417,0.817167832382622,0.5642273323974081,5495,0.0,1.5,,1.0
1 4 4 3,0.6750436031599467,0.8168203247870989,0.5639043253373965,5495,0.0,1.5,,1.2
2 1 3 1,0.6742023186621525,0.8404491269594894,0.6285865676778364,5495,0.3,0.0,1.0,0.8
5 1 2 1,0.673160972606956,0.8421762504237592,0.6198924347917889,5495,1.2,0.0,0.5,0.8
1 4 1 1,0.6728018877603366,0.8161519387495183,0.5617386208584274,5495,0.0,1.5,0.0,0.8
4 1 2 1,0.6719246947778804,0.8415629798765604,0.6258152213898389,5495,0.9,0.0,0.5,0.8
3 1 2 1,0.6701497896788755,0.8406446169466275,0.6248517146160482,5495,0.6,0.0,0.5,0.8
5 1 4 1,0.6688211757463836,0.8411820286929129,0.6181416822396262,5495,1.2,0.0,,0.8
5 1 4 2,0.6677695701241408,0.840976609917331,0.6181118244441628,5495,1.2,0.0,,1.0
4 1 4 1,0.6674002257104751,0.8404964708514345,0.6246697677820672,5495,0.9,0.0,,0.8
5 1 4 3,0.6673027598235355,0.8409240373396732,0.6176829579275089,5495,1.2,0.0,,1.2
2 1 2 1,0.666338360521186,0.8386518019608141,0.6218142767977644,5495,0.3,0.0,0.5,0.8
4 1 4 2,0.665958756540474,0.8402835376258939,0.6243006168563399,5495,0.9,0.0,,1.0
5 1 1 1,0.6657433056325024,0.8409121513655942,0.617397951698087,5495,1.2,0.0,0.0,0.8
4 1 4 3,0.6655945419103315,0.8401733637892372,0.6242517586455818,5495,0.9,0.0,,1.2
3 1 4 1,0.6651533805273417,0.8393610174622388,0.6245802801118367,5495,0.6,0.0,,0.8
1 2 2 1,0.6651533805273417,0.8286999701564906,0.6044290682353486,5495,0.0,0.5,0.5,0.8
4 1 1 1,0.663911972914743,0.8400852618635808,0.6235433145895903,5495,0.9,0.0,0.0,0.8
3 1 4 2,0.6632502308402586,0.8390988831613035,0.6242382726365305,5495,0.6,0.0,,1.0
3 1 4 3,0.6622088847850621,0.8389479084328558,0.6238311208802134,5495,0.6,0.0,,1.2
2 1 4 1,0.6607674156150611,0.8372559143078413,0.6193577088184927,5495,0.3,0.0,,0.8
3 1 1 1,0.6604750179542423,0.8387414610633633,0.622232371650409,5495,0.6,0.0,0.0,0.8
1 2 4 1,0.6595106186518929,0.825858365189982,0.600930363192224,5495,0.0,0.5,,0.8
2 1 4 2,0.6583820662768032,0.8367902041287474,0.6206850235440862,5495,0.3,0.0,,1.0
2 1 4 3,0.6574638350261619,0.8365329413628613,0.6202724430976847,5495,0.3,0.0,,1.2
1 2 4 2,0.6556838001436339,0.8248386000436866,0.6030665527403669,5495,0.0,0.5,,1.0
2 1 1 1,0.6539755822304298,0.8358161971254516,0.6203973029696219,5495,0.3,0.0,0.0,0.8
1 2 4 3,0.6532625423207141,0.8241604137919015,0.6043314375299917,5495,0.0,0.5,,1.2
1 2 1 1,0.6421565609931261,0.8223407883058014,0.6048471630879932,5495,0.0,0.5,0.0,0.8
1 1 3 1,0.5920898738073254,0.7987177434021057,0.5588771011709257,5495,0.0,0.0,1.0,0.8
1 1 2 1,0.5835744331589207,0.7930895203852313,0.5475094241345562,5495,0.0,0.0,0.5,0.8
1 1 4 1,0.5780804350056428,0.7888523134862805,0.5427647490009424,5495,0.0,0.0,,0.8
1 1 4 2,0.5761311172668514,0.7876550730323105,0.5402376937667352,5495,0.0,0.0,,1.0
1 1 4 3,0.5752436647173489,0.7871390903258312,0.5391845278903953,5495,0.0,0.0,,1.2
1 1 1 1,0.5718528778085565,0.7848186538934352,0.5295540316809781,5495,0.0,0.0,0.0,0.8
